Tweet,Label
Andalan pemula yang lagi siap-siap ujian N5 nih Belajar 46 pola kalimat seru lewat ngobrol bareng teman &amp; pegawai toko elektronik kayak latihan sambil main Ada ekspresi salam angka sampai pre test buat ngukur kemampuan juga Yuk #KaburAjaDulu https://t.co/eJnOt0n0Xw https://t.co/Twp6pFHu3o,Neutral
BUSINESS NIHONGO 30 Jikan Mau lancar ngobrol di kantor pakai bahasa Jepang? Buku ini cocok buat yang ingin cepat menguasai ekspresi &amp; percakapan kerja yang sopan &amp; efektif. Ada role play ilustrasi menarik &amp; latihan praktis #KaburAjaDulu https://t.co/UHA639S87e https://t.co/6AsVEZiypT,Neutral
Selagi bisa #KaburAjaDulu gaskeun nak. https://t.co/VSVqIOChiA,Joy
Go arsenal go.... #ucl0 #UCL #arsenal #siang #KaburAjaDulu #hotma Cek KAPSUL JINTAN HITAM HABATASAUDAH ISI 100 dengan harga Rp23.750. Dapatkan di Shopee sekarang! https://t.co/Mki0EgerPp https://t.co/8LbEBfBjK1,Joy
Kalo mau lancar ngomong Jepang kayak Nobita aku kasih rahasia dari kantong ajaib yaa SHIN NIHONGO KAIWA TRAINING Latihan daily convo ada terjemahan Inggris Cina Korea juga Belajar jadi gampang kayak pake alat dari masa depan https://t.co/poqTMXO4PN #KaburAjaDulu https://t.co/ArE0oVyB4V,Neutral
Punya rencana lanjut studi &amp; #kaburajadulu di tahun ini?️ Coba apply 4 beasiswa internasional ini yang gak wajib pulang ke Indonesia ini deh Ada beasiswa incaranmu gak? https://t.co/x5voXUdMEx,Joy
Belajar JLPT N5 jadi makin seru bareng JLPT DOKKAI N5 POINT &amp; PRACTICE ni Latihan soal ala ujian asli step-by-step dari bacaan pendek plus penjelasan visual-friendly Cocok buat pemula &amp; pejuang JLPT N5. Ada bonus 1x mock test juga^^ https://t.co/lu1GdA6pYM #KaburAjaDulu https://t.co/eE2jO8mQfi,Neutral
Pebisnis cerdas nggak perlu #KaburAjaDulu. Mereka upgrade sistem keuangan pakai https://t.co/Qp7NhqNlfF: Invoice otomatis Pembayaran real-time Arus kas transparan Gak perlu kabur cukup upgrade! #PaperID #SolusiPebisnisCerdas,Neutral
@id_bioproject @ardisatriawan Dah bener tuh #kaburajadulu,Neutral
Cuma mau infoin aja kalo Danggeun-min punya 2 versi buku ini Buku most wanted katanya sihh buat nyelem belajar grammar dasar bakor Buruan jangan keabisan yah Versi baru https://t.co/0qmCR6pcgw Versi preloved https://t.co/neeoZQNnwq #KaburAjaDulu https://t.co/3IVmfbR07o,Neutral
@logos_id Wk wk wk hayooo yg #kaburajadulu sekarang coba kabur ke Amrik. Ditunggu jangan bacot aja mau kabur.,Anger
@logos_id Mantab jiwa #KaburAjaDulu,Joy
@logos_id #KaburAjaDulu Eh malah di tangkep Aduh,Sad
Dengan kekuatan bulan aku akan membantumu lulus JLPT Eh ini sih kayak Sailormoon yah Buku latihan soal ini punya 3 ujian tips &amp; trik &amp; penjelasan detail Buat yang serius2 aja deh #KaburAjaDulu N2 https://t.co/E3EOzIedLr N1 https://t.co/NMA4t1gHi9 https://t.co/2YSo8xDDmR,Neutral
#KaburAjaDulu BUKAN !!!! TAPI #KuliahAjaDulu di Kazakhstan Government Scholarship 2025 I Gede Eka Praditya Mahasiswa Kedokteran tahun ke-3 Al-Farabi KNU ️ Minggu 13 April 2025 14.00 WIB - selesai Via Zoom ID: 851 1977 6651 Passcode: 600953 https://t.co/nw7QH38jNq https://t.co/ZhEzP4xYyV,Joy
Buku persiapan buat yang mau war lolos JLPT N4 N5 tahun ini Latih kemampuan dengan 500 soal per bab (kosakata huruf tata bahasa) ala Nihongo 500 Mon edisi revisi Cocok banget buat belajar mandiri‍ https://t.co/n9DLt0spjA #KaburAjaDulu https://t.co/o2eyIl33SI,Neutral
Belajar jadi lebih seru &amp; gak bosen Persiapan 1500 Kosakata JLPT N4 ini bukan cuma kamus tapi ada audio contoh kalimat yang gampang diinget &amp; lembar latihan Mock test online-nya juga ngebantu buat ngukur kemampuan! Yuk #KaburAjaDulu https://t.co/TRKDLkGx3Y https://t.co/ItERuAFoql,Neutral
Satu lagi pesepak bola muda kita yang rela #KaburAjaDulu demi mengejar mimpi. Keysha Bulgamin dan keluarga bahkan memutuskan untuk pindah dari Finlandia ke Belanda demi karier bolanya Keysha. Mereka menilai Belanda punya prospek yang bagus untuk progres sepak bolanya Keysha. https://t.co/45tqwVCDgi,Joy
Belakangan ini tagar-tagar seperti #IndonesiaGelap #KaburAjaDulu dan #PeringatanDarurat sedang marak digunakan di berbagai kanal sosial media #️⃣ #MudaKuliah #AdadiKompas https://t.co/li6AfKu3Jn https://t.co/Lj551kkMwH,Neutral
8Alasan #KaburAjaDulu Picu Brain Drain https://t.co/elil9KJBvb,Neutral
PRE-ORDER Kaitei Ban Mimi Kara Oboeru JLPT N3 DIBUKA Siap gebrak JLPT N3? Pake ini cara kilat ngafalin 876 vocab penting + contoh kalimat dalam 4 bahasa (Eng Chi Kor Viet)! DM ya #KaburAjaDulu https://t.co/gBqMPgcmcB https://t.co/qZvRyzNDHl,Neutral
Definisi #KaburAjaDulu sejak SD ️,Neutral
Mau lulus JLPT N5 tapi waktunya mepet? Tenang pake ini siap taklukin Moji Goi Bunpo dalam 15 hari Dari latihan katakana &amp; 110 kanji dasar kosa kata tematik sampai grammar + contoh kalimat. Bonus latihan soal juga Udah siap #KaburAjaDulu kan️ https://t.co/ltWLunooOL https://t.co/P1UMlpx4qB,Neutral
7 Channel Youtube Bahasa Asing Belajar bahasa asing gak perlu bayar mahal bisa lewat channel Youtube ini Bestie! Bisa jadi modal buat yang mau #kaburajadulu Ada channel favoritmu gak? https://t.co/t970j94bmu,Joy
Dapet penghasilan tambahan modal maen games doang Lumayan buat jajan sebulan ya kan tutornya disini https://t.co/4RBtstvoiD #LaCasaDeLosFamososCol #stockmarketcrash #investasisaham #danakaget #freelance #KaburAjaDulu https://t.co/31YpPjsjXn,Neutral
https://t.co/RIV8NPH6Bg,Neutral
5 Peraturan Perusahaan di Finlandia yang Wajib Diketahui oleh Karyawan dan Pencari Kerja https://t.co/eWwCwcGSXB #kaburajadulu #PeringatanDarurat,Neutral
Source https://t.co/UMjjOdKaLs https://t.co/kRvTSA3zPx https://t.co/2dmKdO7d8i #mayapadacurang #usutmayapada #usuttuntasmayapada #fyp #viral #usuttuntas #mayapada #tedsioeng #adilimayapada #fact #DarkIndonesia #KaburAjaDulu #IndonesiaGelap2025 #IndonesiaEmas2045 #trending https://t.co/5mM0rML3Jh,Anger
Source https://t.co/UMjjOdKaLs https://t.co/kRvTSA3zPx https://t.co/2dmKdO7d8i #mayapadacurang #usutmayapada #usuttuntasmayapada #fyp #viral #usuttuntas #mayapada #tedsioeng #adilimayapada #fact #DarkIndonesia #KaburAjaDulu #IndonesiaGelap2025 #IndonesiaEmas2045 #trending https://t.co/JOMFY0s5bZ,Anger
Sdh 2 hari ini liat tweet yang menyatakan sdh berpindah kewarganegaraan #kaburajadulu slay id do the same thing if i were them,Love
@neohistoria_id blm lg case sepupu2 jauh di Jawa yg kerja di Malaysia Arab Saudi atau Tetangga yg kerja di Vietnam dan bekas rekan kerja yg skrng jd perawat di Arab Saudi jauh sblm hashtagh #KaburAjaDulu ?,Neutral
Diaspora Indonesia masih sedikit. Jangan kalah dengan Tiongkok Filipina dan Irlandia. #KaburAjaDulu,Joy
@idextratime @kapalapi_id kalau kita indonesia gagal lolos piala dunia #kaburajadulu,Sad
@jeongringitis Halo nderr kebetulan banget nih wangsit indonesia lagi open paid intern! Cocok buat kamu yang mau nabung biar bisa #kaburajadulu langsung cek aja websitenya https://t.co/GssaKgS6IX,Neutral
Dikasih komedi situasi tiap hari sama politik dalam negeri padahal ga pernah subscribe Yaudah cari ketenangan di negeri ginseng aja🇰🇷 #KaburAjaDulu TOPIK 1 OK https://t.co/j08ZOvorku Passing Korean Language Proficiency Test TOPIK 1 at once https://t.co/U68CEF7Ypy https://t.co/1b2BKVxnW4,Sad
Kerja : toxic Politik : makin chaotic Kayaknya pindah Korea lebih murah daripada stay &amp; waras di sini‍↕️ #KaburAjaDulu 쏙쏙 한국어 어휘왕 토픽 2 중급 단어사전 문제집 https://t.co/KCdHDAhnmM TOPIK 1 All in One Guide 2025 https://t.co/olAVIdJQCd https://t.co/Lmm6FuFo7r,Sad
Kalo yang ini 2 in 1 bisa dipake buat N4-N5 NIHONGO CHALLENGE JLPT N4 N5 KANJI https://t.co/h0lFdsuycg MASTERING JAPANESE JLPT N4 N5 https://t.co/raMBd2MWwZ #KaburAjaDulu Saatnya fokus guys https://t.co/Nq6egJWbQy,Neutral
Yang N4 masuk sini~ 1500 ESSENTIAL VOCAB FOR JLPT N4 (IND TRANS) https://t.co/Oig2b5M2gR N4 QUICK MASTERY READING COMPREHENSION https://t.co/dDqP9mu3fN N4 KANJI VOCABULARY GRAMMAR https://t.co/FIEiVdz7tz #KaburAjaDulu https://t.co/XA23jkKrIS,Neutral
Source https://t.co/UMjjOdKaLs https://t.co/kRvTSA3zPx https://t.co/2dmKdO7d8i #mayapadacurang #usutmayapada #usuttuntasmayapada #fyp #viral #usuttuntas #mayapada #tedsioeng #adilimayapada #fact #DarkIndonesia #KaburAjaDulu #IndonesiaGelap2025 #IndonesiaEmas2045 #trending https://t.co/mNOoCFz2Lq,Anger
@neohistoria_id Dulu #kaburajadulu si endut 2025 ga tau ujungnya gimana :),Anger
Source https://t.co/UMjjOdKaLs https://t.co/kRvTSA3zPx https://t.co/2dmKdO7d8i #mayapadacurang #usutmayapada #usuttuntasmayapada #fyp #viral #usuttuntas #mayapada #tedsioeng #adilimayapada #fact #DarkIndonesia #KaburAjaDulu #IndonesiaGelap2025 #IndonesiaEmas2045 #trending https://t.co/L3uFVmWgzE,Anger
dan bbrp diantara org kita ada yg kaburajadulu. mereka pikir ID ga bisa ngapa2in tapi anehnya pindah ke AS Jerman Jepang Singapura. yg notabene lebih ga ada sumberdayanya dibanding indonesia.. dan pdhal mereka ga suka JKT. tpi mlah pindah ke SG. knp ga ke solo? lombok? dll,Neutral
Source https://t.co/UMjjOdKaLs https://t.co/kRvTSA3zPx https://t.co/2dmKdO7d8i #mayapadacurang #usutmayapada #usuttuntasmayapada #fyp #viral #usuttuntas #mayapada #tedsioeng #adilimayapada #fact #DarkIndonesia #KaburAjaDulu #IndonesiaGelap2025 #IndonesiaEmas2045 https://t.co/ZlAwz4wOEx,Anger
https://t.co/VPquWNCbYE Negeri yang dibangun di atas mimpi para pendiri bangsa. Sayangnya mimpi itu kini berubah jadi mimpi buruk kolektif. Gen Z generasi yang katanya pemilik masa depan #trend #politik #genz #DPR #dpa #MPR #politikindonesia #partaipolitik #indonesia,Sad
@defenceview_id Kalau bner balik orba #KaburAjaDulu memang pas nih ,Fear
@BEMUI_Official @aliansibem_si @_bemsi @neohistoria_id biar pada ngumpul para pemicu tagar #indonesigelap #KaburAjaDulu biar kelihatan BOTOL nya kalian,Anger
Kita harus menolak Revisi UU TNI ini. Tandatangani petisinya https://t.co/NHUlDo7QUs #oposisi #revisiuutni #uutni #indonesiagelap #kaburajadulu https://t.co/EvOtqhmRKy,Anger
@GOAL_ID Dulu kemana aja ya disaat gemuruh #KaburAjaDulu bergema ni orang malah #pulangahh,Anger
Destinasi favorite kamu kalau ke luar negeri kemana nih Sobat Valid? https://t.co/4EZqW3r9Qm,Neutral
@logos_id Presidennya sndiri bilang kl demo itu disusupi asing. Bilang kl yg demo #IndonesiaGelap itu ndasmu. Sejatinya dia anti demo krn takut #KaburAjaDulu ke Yordania lagi,Anger
Minobi abis liat banyak warga X yang pindah WN nih. Sederhana tapi ada banget ya damage nya Pengen deh bisa kerja di luar negeri dapet salary standar luar tapi tetep jadi WNI. Kira-kira ada jalannya gak ya? #KaburAjaDulu,Sad
@logos_id #KaburAjaDulu #USAgelap,Neutral
@faridhcrb @Uki23 Kata anggota @psi_id wanita yg dah duluan di bully di X : Rasain lu ki emang enak dirujak Netizen maha benar !! #GantianDong #KaburAjaDulu,Anger
Source https://t.co/UMjjOdKaLs https://t.co/kRvTSA3zPx https://t.co/2dmKdO7d8i #mayapadacurang #usutmayapada #usuttuntasmayapada #fyp #viral #usuttuntas #mayapada #tedsioeng #adilimayapada #fact #DarkIndonesia #KaburAjaDulu #IndonesiaGelap2025 #IndonesiaEmas2045 #MARK https://t.co/PcjglRD2bU,Anger
@petalice_id Listrik naik gaji turun ngerasa jg ga sih kak klo selama bulan puasa ini ekonomi jadi 'melambat'? Perasaan dluu tiap ramadhan tuh selalu jadi bulan paling waste money dan rezeki everywhere i think KaburAjaDulu is really the best idea,Sad
@sconosciutonism Iya lagi u tim #kaburajadulu atau punya misi di id,Neutral
@worksfess Data analysis nder. Kalau mau kaburajadulu susah finance tuh. Selain itu data analysis cukup versatile di berbagai industri,Neutral
Teraerah lo lah! Negara ini emg buat segelintir pejabrut/birocrot aja. #SalamWaras #KaburAjaDulu kek maskapai baru yg bermarkas di SG meski punya org ID. Kalian gak merasa ditampar? Lha emg pd gak tau malu. Au ah GELAP!,Anger
@Risku hawwoh abaang :{ jadi gimana rasanya #kaburajadulu dari jepang ke seoul? apa ngerasa perbedaan yang jauh? id like to know! ,Neutral
Tagar #KaburAjaDulu yang viral di media sosial bukanlah sekadar tren sesaat melainkan sebuah fenomena yang menggambarkan keresahan dan keinginan sebagian anak muda Indonesia untuk mencari kehidupan yang lebih baik di luar negeri. Begini penjelasannya! https://t.co/n2ipSjYzUL,Neutral
Trend #KaburAjaDulu! Dubes Jepang Respons Ajakan Kerja di Luar Negri https://t.co/PuUxTpGrSt Fenomena ajakan untuk bekerja di luar negeri melalui tagar #KaburAjaDulu #bacotangenz #BreakingNews #viraltwitter #Kimsoohyun #beritaterkini #Jepang https://t.co/7V1W3jPUfQ,Neutral
Source https://t.co/UMjjOdKaLs https://t.co/kRvTSA3zPx https://t.co/2dmKdO7d8i #mayapadacurang #usutmayapada #usuttuntasmayapada #fyp #viral #usuttuntas #mayapada #tedsioeng #adilimayapada #fact #DarkIndonesia #KaburAjaDulu #IndonesiaGelap2025 #IndonesiaEmas2045 https://t.co/onmqQw64O6,Anger
@garpusome44 @SP_IndiraJKT48 @Indiraise_ID Sial iyalagi kalo dira udh ga sayang aku saatnya #KaburAjaDulu ke thailand,Sad
@_yvngr_ @SP_IndiraJKT48 @Indiraise_ID #KaburAjaDulu wkwk,Joy
hello yg butuh graphic designer bole hubungi aku yaa aku bisa: 1. graphic design 2 website design 3. promo video 4. vector illustration bisa cek profilku dulu https://t.co/kNys0yPi8r thank you! #KaburAjaDulu,Neutral
Mau taklukin JLPT N3 tapi kanji masih bikin pusing? FIRST JLPT N3 KANJI 350 siap jadi senjata rahasia kamu https://t.co/Q22dqqh9Ip Dengan 350 kanji esensial audio 1.400 kosakata plus Web Drills belajar jadi lebih efisien Pas jg buat dibawa ke mana-mana #KaburAjaDulu https://t.co/HctuNqNy0Q,Neutral
#KaburAjaDulu https://t.co/fkuGwfVBrp,Neutral
Di kebun gw buah duren dicuri buah pala juga daon pisang juga. Kemarenan kebo orang ilang 2. Apa orang Indonesia #KaburAjaDulu ?? || Pencurian Kopi Tiba-Tiba Marak Terjadi di Amerika Ini Pemicunya Sumber: https://t.co/l6nqrgNpQ6 https://t.co/y1AGN7APdA,Anger
#felixsiauw #raymondchin #sejarah #belanda #kaburajadulu https://t.co/YCHUBZgvtc,Neutral
@Ruanggalau_id Gw aja sampe KaburAjaDulu Demi meminang ayang berdarah nippon,Love
@fajarnugros makin susah dapet whv ini #KaburAjaDulu #IndonesiaGelap #AdiliJokowi,Anger
